Accession,Organism_Name,Assembly,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,GenBank_RefSeq,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject,GenBank_Title
MK201776,Canine kobuvirus,set:MK201776,,"Charoenkul,K., Janetanakit,T., Chaiyawong,S., Bunpapong,N., Boonyapisitsopa,S., Tangwangvivat,R., Amonsin,A.","Center of Excellence for Emerging and Re-emerging Infectious Diseases in Animals, Chulalongkorn University, Department of Veterinary Public Health",Thailand,2019-07-01,,Canine kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),7698,GenBank,partial,,,,Thailand,Thailand,,Canis lupus familiaris,feces,2016,,,"Canine kobuvirus strain CU_53 polyprotein gene, complete cds"
MK201777,Canine kobuvirus,set:MK201777,,"Charoenkul,K., Janetanakit,T., Chaiyawong,S., Bunpapong,N., Boonyapisitsopa,S., Tangwangvivat,R., Amonsin,A.","Center of Excellence for Emerging and Re-emerging Infectious Diseases in Animals, Chulalongkorn University, Department of Veterinary Public Health",Thailand,2019-07-01,,Canine kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),7698,GenBank,partial,,,,Thailand,Thailand,,Canis lupus familiaris,feces,2016,,,"Canine kobuvirus strain CU_101 polyprotein gene, complete cds"
MK201778,Canine kobuvirus,set:MK201778,,"Charoenkul,K., Janetanakit,T., Chaiyawong,S., Bunpapong,N., Boonyapisitsopa,S., Tangwangvivat,R., Amonsin,A.","Center of Excellence for Emerging and Re-emerging Infectious Diseases in Animals, Chulalongkorn University, Department of Veterinary Public Health",Thailand,2019-07-01,,Canine kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),7698,GenBank,partial,,,,Thailand,Thailand,,Canis lupus familiaris,feces,2017,,,"Canine kobuvirus strain CU_249 polyprotein gene, complete cds"
MK201779,Canine kobuvirus,set:MK201779,,"Charoenkul,K., Janetanakit,T., Chaiyawong,S., Bunpapong,N., Boonyapisitsopa,S., Tangwangvivat,R., Amonsin,A.","Center of Excellence for Emerging and Re-emerging Infectious Diseases in Animals, Chulalongkorn University, Department of Veterinary Public Health",Thailand,2019-07-01,,Canine kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),7698,GenBank,partial,,,,Thailand,Thailand,,Canis lupus familiaris,feces,2018,,,"Canine kobuvirus strain CU_716 polyprotein gene, complete cds"
MH747478,Canine kobuvirus,set:MH747478,,"Barros,B.C.V., Castro,C.M.O., Pereira,D., Ribeiro,L.G., Junior,J.W.D., Casseb,S.M.M., Holanda,G.M., Cruz,A.C.R., Junior,E.C.S., Mascarenhas,J.D.P.","Instituto Evandro Chagas, Virology",Brazil,2018-09-18,26,Canine kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8312,GenBank,complete,,,,Brazil,Brazil,,Canis lupus familiaris,feces,2016,,,"Canine kobuvirus strain CaKoV-26, complete genome"
MH052678,Canine kobuvirus,set:MH052678,,"Moreno,P.S., Wagner,J., Kirkwood,C.D., Gilkerson,J.R., Mansfield,C.S., Moreno,P.","The University Of Melbourne, Faculty of Veterinary and Agricultural Sciences",Australia,2018-07-24,CaKoV_CE9_AUS_2012,Canine kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8058,GenBank,partial,,,1,Australia,Australia,,Canis lupus familiaris,feces,2012,,,"Canine kobuvirus isolate CaKoV_CE9_AUS_2012 polyprotein gene, complete cds"
MF062158,Canine kobuvirus,set:MF062158,,"Li,X.M., Tang,C., Wang,M.","Southwest MinZu Nuiversity, College Of Life Science and Technology",China,2017-06-12,SMCD-59,Canine kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8216,GenBank,complete,,,,China,China,,Canis lupus familiaris,feces,2015-09,,,"Canine kobuvirus isolate SMCD-59, complete genome"
KF924623,Canine kobuvirus,set:KF924623,,"Oem,J.K., Choi,J.W., Lee,M.H., Lee,K.K., Choi,K.S., Oem,J.-K., Choi,J.-W., Lee,M.-H., Lee,K.-K., Choi,K.-S.","Animal and plant Quarantine Agency, Animal Disease Diagnostic Division",South Korea,2014-03-05,12D049,Canine kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8314,GenBank,complete,,,1,South Korea,South Korea,,Canis lupus familiaris,feces,2012,,,"Canine kobuvirus 1 isolate 12D049, complete genome"
KC161964,Canine kobuvirus,set:KC161964,,"Carmona-Vicente,N., Buesa,J., Brown,P.A., Merga,J.Y., Darby,A.C., Stavisky,J., Sadler,L., Gaskell,R.M., Dawson,S., Radford,A.D.","University of Liverpool, Infection Biology",,2013-03-24,,Canine kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8213,GenBank,complete,,,1,United Kingdom,United Kingdom,,Canis lupus familiaris,,2008,,,"Canine kobuvirus strain UK003, complete genome"
OP920760,Capreolus pygargus kobuvirus,,,"Sun,Y.","Changchun Veterinary Institute, Virology",China,2023-02-21,CpKoV/XK/CHN/2021,Capreolus pygargus kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8298,GenBank,complete,,,,China,China,,Capreolus pygargus,,2021,,,"Capreolus pygargus kobuvirus isolate CpKoV/XK/CHN/2021, complete genome"
OM451183,Civet kobuvirus,,SRR17509919,"He,W.-T., Hou,X., Zhao,J., Sun,J., He,H., Si,W., Wang,J., Jiang,Z., Yan,Z., Xing,G., Lu,M., Suchard,M.A., Ji,X., Gong,W., He,B., Li,J., Lemey,P., Guo,D., Tu,C., Holmes,E.C., Shi,M., Su,S.","Nanjing Agricultural University, College of Veterinary Medicine",China,2022-03-09,SC-F3,Civet kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8146,GenBank,partial,,,,China,China,,Paguma larvata,,2020,SAMN24587231,PRJNA793740,"MAG: Civet kobuvirus isolate SC-F3 polyprotein gene, complete cds"
OM451184,Civet kobuvirus,,SRR17509943,"He,W.-T., Hou,X., Zhao,J., Sun,J., He,H., Si,W., Wang,J., Jiang,Z., Yan,Z., Xing,G., Lu,M., Suchard,M.A., Ji,X., Gong,W., He,B., Li,J., Lemey,P., Guo,D., Tu,C., Holmes,E.C., Shi,M., Su,S.","Nanjing Agricultural University, College of Veterinary Medicine",China,2022-03-09,GX-F3,Civet kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8157,GenBank,partial,,,,China,China,,Paguma larvata,,2020,SAMN24587219,PRJNA793740,"MAG: Civet kobuvirus isolate GX-F3 polyprotein gene, complete cds"
OM480536,Coypu kobuvirus,,,"He,W.-T., Hou,X., Zhao,J.","Nanjing Agricultural University, College of Veterinary Medicine",China,2022-03-15,,Coypu kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8242,GenBank,partial,,,,China,China,,Myocastor coypus,,2020,,,Coypu kobuvirus strain GX-A1 genomic sequence
OM480537,Coypu kobuvirus,,,"He,W.-T., Hou,X., Zhao,J.","Nanjing Agricultural University, College of Veterinary Medicine",China,2022-03-01,,Coypu kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8301,GenBank,partial,,,,China,China,,Myocastor coypus,,2020,,,"Coypu kobuvirus strain HeB-F1 polyprotein gene, complete cds"
OM480538,Coypu kobuvirus,,,"He,W.-T., Hou,X., Zhao,J.","Nanjing Agricultural University, College of Veterinary Medicine",China,2022-03-01,,Coypu kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8264,GenBank,partial,,,,China,China,,Myocastor coypus,,2020,,,"Coypu kobuvirus strain HuN-F1 polyprotein gene, complete cds"
PP766456,Eidolon dupreanum kobuvirus,,SRR28887711,"Kettenburg,G.","University of Chicago, Ecology and Evolution",USA,2024-06-05,KEL86,Eidolon dupreanum kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8228,GenBank,partial,,,,Madagascar,Madagascar,,Eidolon dupreanum,,2014-12-18,SAMN41191145,PRJNA1107604,MAG: Eidolon dupreanum kobuvirus isolate KEL86 genomic sequence
OP287812,Eidolon dupreanum kobuvirus,,,"Gonzalez,F.L., Kistler,A., Ranaivoson,H.C., Ahyong,V., Andrianiaina,A., Andry,S., DeRisi,J.L., Raharinosy,V., Randriambolamanantsoa,T.H., Ravelomanantsoa,N.A.F., Tato,C.M., Lacoste,V., Dussart,P., Heraud,J.-M., Brook,C.E.","University of Chicago, Ecology and Evolution",USA,2023-01-15,FEC145,Eidolon dupreanum kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8263,GenBank,complete,,,,Madagascar,Madagascar,,Eidolon dupreanum,,2018-07-27,,,"Eidolon dupreanum kobuvirus, complete genome"
OM451187,Grey squirrel kobuvirus,,SRR17497077,"He,W.-T., Hou,X., Zhao,J., Sun,J., He,H., Si,W., Wang,J., Jiang,Z., Yan,Z., Xing,G., Lu,M., Suchard,M.A., Ji,X., Gong,W., He,B., Li,J., Lemey,P., Guo,D., Tu,C., Holmes,E.C., Shi,M., Su,S.","Nanjing Agricultural University, College of Veterinary Medicine",China,2022-03-09,FJ-MO1,Grey squirrel kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8182,GenBank,partial,,,,China,China,,Sciurus vulgaris,,2021,SAMN24587178,PRJNA795267,"MAG: Grey squirrel kobuvirus isolate FJ-MO1 polyprotein gene, complete cds"
MT152346,Grey squirrel kobuvirus,set:MT152346,,"Dastjerdi,A., Benfield,C., Everest,D., Stidworthy,M.F., Zell,R.","Animal & Plant Health Agency (APHA)-Weybridge, Virology department",United Kingdom,2020-05-03,UK 2010,Grey squirrel kobuvirus,Kobuvirus,Picornaviridae,ssRNA(+),8182,GenBank,partial,,,,United Kingdom,United Kingdom,,Sciurus carolinensis,feces,2010,,,"Grey squirrel kobuvirus isolate UK 2010 polyprotein gene, complete cds"
NC_074775,Aichi virus 1,GCF_002817065.1,,"Sasaki,J., Kusuhara,Y., Maeno,Y., Kobayashi,N., Yamashita,T., Sakae,K., Takeda,N., Taniguchi,K.","National Center for Biotechnology Information, NIH",USA,2023-05-04,,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8280,RefSeq,complete,,,1,,,,,,,,PRJNA485481,"Aichi virus genomic RNA, complete genome"
NC_001918,Aichi virus 1,GCF_000861885.1,,"Yamashita,T., Sakae,K., Tsuzuki,H., Suzuki,Y., Ishikawa,N., Takeda,N., Miyamura,T., Yamazaki,S.","National Center for Biotechnology Information, NIH",USA,1998-07-09,A846/88,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8251,RefSeq,complete,,,1,,,,Homo sapiens,,,,PRJNA485481,"Aichi virus, complete genome"
OP255993,aichivirus A1,,,"Schmitz,D., Zwagemaker,F., van der Veer,B., Vennema,H., Bosch,T., Laros,J.F.J., Koopmans,M.P.G., de Graaf,M., Kroneman,A.","Rijksinstituut voor Volksgezondheid en Milieu, Center for Infectious Diseases",Netherlands,2023-07-01,,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8252,GenBank,complete,,,,Netherlands,Netherlands,,Homo sapiens,feces,2018-12-12,,,"Aichivirus A1 strain A_RIVM_R04-15/Hu/NL/2019, complete genome"
OQ121963,aichivirus A1,,,"Seoyoung,W., Changsun,C.","Chung-Ang University, Food and Nutrition",,2023-05-30,hu/C8_Seoul_02/2019,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8228,GenBank,complete,,,,South Korea,South Korea,,Homo sapiens,feces,2019,,,"Aichi virus 1 isolate hu/C8_Seoul_02/2019, complete genome"
OQ363763,Kobuvirus aichi,,SRR18668168,"Cui,X., Fan,K., Liang,X., Gong,W., Chen,W., He,B., Chen,X., Wang,H., Wang,X., Zhang,P., Lu,X., Chen,R., Lin,K., Liu,J., Zhai,J., Liu,D.X., Shan,F., Li,Y., Chen,R.A., Meng,H., Li,X., Mi,S., Jiang,J., Zhou,N., Chen,Z., Zou,J.-J., Ge,D., Yang,Q., He,K., Chen,T., Wu,Y.-J., Lu,H., Irwin,D.M., Shen,X., Hu,Y., Ding,C., Guan,Y., Tu,C., Shen,Y.","South China Agricultural University, Veterinary College",China,2023-04-11,GX/B45M0208/2019,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8193,GenBank,complete,,,,China,China,,Rhizomys pruinosus,,2019-03,SAMN27393642,PRJNA774077,"MAG: Aichivirus A isolate GX/B45M0208/2019, complete genome"
OM069741,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ290,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8254,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-09-25,,,"Murine kobuvirus 1 isolate SZ290 polyprotein gene, complete cds"
OM069742,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ262,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8251,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-09-25,,,"Murine kobuvirus 1 isolate SZ262 polyprotein gene, complete cds"
OM069743,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ252,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8255,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-09-25,,,"Murine kobuvirus 1 isolate SZ252 polyprotein gene, complete cds"
OM069744,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ249,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8250,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-09-25,,,"Murine kobuvirus 1 isolate SZ249 polyprotein gene, complete cds"
OM069745,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ227,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8250,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-09-25,,,"Murine kobuvirus 1 isolate SZ227 polyprotein gene, complete cds"
OM069746,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ208,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8251,GenBank,partial,,,,China,China,,Rattus tanezumi,feces,2021-07-20,,,"Murine kobuvirus 1 isolate SZ208 polyprotein gene, complete cds"
OM069747,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ203,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8252,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-07-20,,,"Murine kobuvirus 1 isolate SZ203 polyprotein gene, complete cds"
OM069748,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ202,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8335,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-07-20,,,"Murine kobuvirus 1 isolate SZ202 polyprotein gene, complete cds"
OM069749,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ193,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8250,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-07-20,,,"Murine kobuvirus 1 isolate SZ193 polyprotein gene, complete cds"
OM069750,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ190,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8250,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-07-20,,,"Murine kobuvirus 1 isolate SZ190 polyprotein gene, complete cds"
OM069751,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ188,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8239,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-07-20,,,"Murine kobuvirus 1 isolate SZ188 polyprotein gene, complete cds"
OM069752,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ172,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8316,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-05-27,,,"Murine kobuvirus 1 isolate SZ172 polyprotein gene, complete cds"
OM069753,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ171,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8250,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-05-27,,,"Murine kobuvirus 1 isolate SZ171 polyprotein gene, complete cds"
OM069754,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ158,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8213,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-05-27,,,"Murine kobuvirus 1 isolate SZ158 polyprotein gene, complete cds"
OM069755,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ157,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8252,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-05-27,,,"Murine kobuvirus 1 isolate SZ157 polyprotein gene, complete cds"
OM069756,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ155,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8250,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-05-27,,,"Murine kobuvirus 1 isolate SZ155 polyprotein gene, complete cds"
OM069757,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ144,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8253,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-04-24,,,"Murine kobuvirus 1 isolate SZ144 polyprotein gene, complete cds"
OM069758,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ132,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8251,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-04-24,,,"Murine kobuvirus 1 isolate SZ132 polyprotein gene, complete cds"
OM069759,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ86,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8253,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-03-27,,,"Murine kobuvirus 1 isolate SZ86 polyprotein gene, complete cds"
OM069760,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ70,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8251,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2021-01-16,,,"Murine kobuvirus 1 isolate SZ70 polyprotein gene, complete cds"
OM069761,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ59,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8252,GenBank,partial,,,,China,China,,Rattus tanezumi,feces,2020-12-26,,,"Murine kobuvirus 1 isolate SZ59 polyprotein gene, complete cds"
OM069762,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ22,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8192,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2020-11-28,,,"Murine kobuvirus 1 isolate SZ22 polyprotein gene, complete cds"
OM069763,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-28,SZ-FI6,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8254,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2020-08-26,,,"Murine kobuvirus 1 isolate SZ-FI6 polyprotein gene, complete cds"
OM049038,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-26,SZ-B13,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8239,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2020-05-05,,,"Murine kobuvirus 1 isolate SZ-B13 polyprotein gene, complete cds"
OM049039,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-26,SZ-CE7,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8351,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2020-05-20,,,"Murine kobuvirus 1 isolate SZ-CE7 polyprotein gene, complete cds"
OM049040,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-26,SZ-CJ6,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8220,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2020-05-20,,,"Murine kobuvirus 1 isolate SZ-CJ6 polyprotein gene, complete cds"
OM049041,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-26,SZ-CL6,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8410,GenBank,partial,,,,China,China,,Rattus norvegicus,feces,2020-05-20,,,"Murine kobuvirus 1 isolate SZ-CL6 polyprotein gene, complete cds"
OM049042,aichivirus A8,,,"Gao,Y., He,W.","Southern Medical University, Department of Epidemiology, School of Public Health",China,2022-11-26,SZ-DD6,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8337,GenBank,partial,,,,China,China,,Rattus tanezumi,feces,2020-06-29,,,"Murine kobuvirus 1 isolate SZ-DD6 polyprotein gene, complete cds"
ON008386,Feline kobuvirus,,,"Pan,Y.","Anhui Agricultyral University, College of Animal Science and Technology",China,2022-11-17,AHAU-1,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8258,GenBank,partial,,,,China,China,,Feliformia,feces,2020-12-10,,,"Feline kobuvirus isolate AHAU-1 polyprotein gene, complete cds"
ON008387,Feline kobuvirus,,,"Pan,Y.","Anhui Agricultyral University, College of Animal Science and Technology",China,2022-11-17,AHAU-2,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8238,GenBank,partial,,,,China,China,,Feliformia,feces,2021-04-15,,,"Feline kobuvirus isolate AHAU-2 polyprotein gene, complete cds"
ON008388,Feline kobuvirus,,,"Pan,Y.","Anhui Agricultyral University, College of Animal Science and Technology",China,2022-11-17,AHAU-3,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),8258,GenBank,partial,,,,China,China,,Feliformia,feces,2021-04-15,,,"Feline kobuvirus isolate AHAU-3 polyprotein gene, complete cds"
LC721036,Feline kobuvirus,,,"Takano,T., Tanimoto,Y., Doki,T.","Veterinary Medicine; 35-1 Higashi23, Towada, Aomori 034-8628",Japan,2022-08-02,Y-1,Kobuvirus aichi,Kobuvirus,Picornaviridae,ssRNA(+),7934,GenBank,complete,,,,Japan,Japan,,Felis catus,feces,2019-07-20,,,"Feline kobuvirus cat/KU22078/Japan/2019 RNA, complete genome"
NC_004421,Kobuvirus bejaponia,GCF_000853805.1,,"Yamashita,T., Ito,M., Kabashima,Y., Tsuzuki,H., Fujiura,A., Sakae,K.","National Center for Biotechnology Information, NIH",USA,2002-11-18,,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8374,RefSeq,complete,,,1,,,,Bos taurus,,,,PRJNA485481,"Aichivirus B genomic RNA, complete genome, strain:U-1"
OP805596,Kobuvirus bejaponia,,,"Curini,V., Camma,C., Petrini,S., Righi,C.","Istituto Zooprofilattico Sperimentale Dell'umbria E Delle Marche, ""Togo Rosati"", CEREP - CEREL - CRNIBR",Italy,2023-05-13,Calf 300917/2021,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8301,GenBank,complete,,,,Italy: Marche,Italy,,Bovidae,feces,2021,,,"Aichivirus B isolate Calf 300917/2021, complete genome"
OP805597,Kobuvirus bejaponia,,,"Curini,V., Camma,C., Di Lollo,V., Torresi,C., Pirani,S., Gobbi,P., Giammarioli,M., Viola,G., Pela,M., Feliziani,F., Petrini,S., Righi,C.","Istituto Zooprofilattico Sperimentale Dell'umbria E Delle Marche, ""Togo Rosati"", CEREP - CEREL - CRNIBR",Italy,2023-05-13,Bovine_59254_2/21 TR,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8289,GenBank,complete,,,,Italy: Marche,Italy,,Bos taurus,feces,2021,,,"Aichivirus B isolate Bovine_59254_2/21 TR, complete genome"
OP805598,Kobuvirus bejaponia,,,"Curini,V., Camma,C., Di Lollo,V., Torresi,C., Pirani,S., Gobbi,P., Giammarioli,M., Viola,G., Pela,M., Feliziani,F., Petrini,S., Righi,C.","Istituto Zooprofilattico Sperimentale Dell'umbria E Delle Marche, ""Togo Rosati"", CEREP - CEREL - CRNIBR",Italy,2023-05-13,Bovine_59254_11/21 TR,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8283,GenBank,complete,,,,Italy: Marche,Italy,,Bos taurus,feces,2021,,,"Aichivirus B isolate Bovine_59254_11/21 TR, complete genome"
ON730709,Bovine kobuvirus,,,"Yu,S.","Heilongjiang Bayi Agricultural University, Lab of Prevention and Control of Swine Diseases",China,2023-03-01,,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8422,GenBank,complete,,,,China,China,,Bos taurus,feces,2021,,,"Bovine kobuvirus strain BKV5/2021/CHN, complete genome"
ON168737,Bovine kobuvirus,,,"Yu,S.","Heilongjiang Bayi Agricultural University, Lab of Prevention and Control of Swine Diseases",China,2023-01-30,BKV9/2021/CHN,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8355,GenBank,complete,,,,China,China,,Bos taurus,feces,2021,,,"Bovine kobuvirus isolate BKV9/2021/CHN, complete genome"
ON168738,Bovine kobuvirus,,,"Yu,S.","Heilongjiang Bayi Agricultural University, Lab of Prevention and Control of Swine Diseases",China,2023-01-30,BKV10/2021/CHN,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8370,GenBank,complete,,,,China,China,,Bos taurus,feces,2021,,,"Bovine kobuvirus isolate BKV10/2021/CHN, complete genome"
ON168739,Bovine kobuvirus,,,"Yu,S.","Heilongjiang Bayi Agricultural University, Lab of Prevention and Control of Swine Diseases",China,2023-01-30,BKV11/2021/CHN,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8325,GenBank,complete,,,,China,China,,Bos taurus,feces,2021,,,"Bovine kobuvirus isolate BKV11/2021/CHN, complete genome"
ON168740,Bovine kobuvirus,,,"Yu,S.","Heilongjiang Bayi Agricultural University, Lab of Prevention and Control of Swine Diseases",China,2023-01-30,BKV12/2021/CHN,Kobuvirus bejaponia,Kobuvirus,Picornaviridae,ssRNA(+),8289,GenBank,complete,,,,China,China,,Bos taurus,feces,2021,,,"Bovine kobuvirus isolate BKV12/2021/CHN, complete genome"
